ID	Name	Definition	Synonyms	URI	is obsolete
OBI_0002446	proteomic profiling design	A study design in which proteins in a sample are detected, quantified or otherwise analysed.		http://purl.obolibrary.org/obo/OBI_0002446	false
OBI_0002457	precision nuclear run-on sequencing assay	An RNA-seq assay that maps the genome-wide distribution of transcriptionally-engaged Pol II at base-pair resolution by using biotin-labeled ribonucleotide triphosphate analogs (biotin-NTP) for nuclear run-on reactions, allowing the efficient affinity purification of nascent RNAs for high throughput sequencing from their 3' ends.	PRO-Seq,precision nuclear run-on and sequencing assay	http://purl.obolibrary.org/obo/OBI_0002457	false
OBI_0002466	alignment counting algorithm	An algorithm used to assign aligned sequence reads, resulting from a reference genome transcriptome alignment algorithm, to sequence features (e.g. genes or transcripts).		http://purl.obolibrary.org/obo/OBI_0002466	false
OBI_0002468	base calling algorithm	An algorithm that assigns nucleotides to temporal or spatial peaks generated by a detector, such as peaks of light intensities generated by a DNA sequencer		http://purl.obolibrary.org/obo/OBI_0002468	false
OBI_0002478	reference genome-transcriptome alignment algorithm	An algorithm that attempts to align a nucleic acid sequence to a reference genome and transcriptome.		http://purl.obolibrary.org/obo/OBI_0002478	false
OBI_0002484	star algorithm	A reference genome transcriptome alignment algorithm that is a standalone RNA-seq alignment algorithm that uses uncompressed suffix arrays and a mapping algorithm similar to those used in large-scale genome alignment tools to align RNA-seq reads to a genomic reference.		http://purl.obolibrary.org/obo/OBI_0002484	false
OBI_0002486	verse algorithm	An alignment counting algorithm that assigns gene features to genomic alignments using a hierarchical assignment scheme, which allows simultaneous quantification of multiple feature types or annotation levels without repeatedly assigning reads.		http://purl.obolibrary.org/obo/OBI_0002486	false
OBI_0002571	polyA-selected RNA sequencing assay	An RNA-seq assay to study transcriptomes through the enrichment of polyadenylated transcripts or removal of ribosomal RNA prior to high-throughput sequencing.	mRNA-seq	http://purl.obolibrary.org/obo/OBI_0002571	false
OBI_0002572	polyA-depleted RNA sequencing assay	An RNA-seq assay to study non-polyadenylated transcripts, such as, but not exclusive to unspliced and circular isoforms, through the depletion of polyadenylated transcripts prior to high-throughput sequencing.	polyA-depleted RNA-seq	http://purl.obolibrary.org/obo/OBI_0002572	false
OBI_0002575	isoform sequencing	A method for sequencing isoforms by enriching a cDNA library for full-length reads spanning entire transcript isoforms.	ISO-seq	http://purl.obolibrary.org/obo/OBI_0002575	false
OBI_0002588	supervised machine learning	A machine learning process using a function that maps an input to an output based on example input-output pairs. It infers a function from labeled training data consisting of a set of training examples.		http://purl.obolibrary.org/obo/OBI_0002588	false
OBI_0002590	molecular interaction identification design	A study design that investigates the features of interaction between molecules.		http://purl.obolibrary.org/obo/OBI_0002590	false
OBI_0002591	colocalization identification design	A molecular interaction identification design that investigates the co-occurence and correlation of two or more molecules.		http://purl.obolibrary.org/obo/OBI_0002591	false
OBI_0002592	genetic interaction identification design	A molecular interaction identification design that investigates a phenotype that is the result of two or more genetic perturbations, and is not explained by the individual genetic perturbations alone.		http://purl.obolibrary.org/obo/OBI_0002592	false
OBI_0002593	functional association identification design	A molecular interaction identification design that investigates a relationship that is the result of intermediate steps between two or more molecules that are not necessarily in direct contact with each other.		http://purl.obolibrary.org/obo/OBI_0002593	false
OBI_0002594	direct interaction identification design	A molecular interaction identification design that investigates the influence of molecules, which are in direct contact, on one another.	molecular binding identification design	http://purl.obolibrary.org/obo/OBI_0002594	false
OBI_0002595	enzymatic reaction identification design	A direct interaction identification design that investigations a biological reaction on a molecule which has been triggered by an enzyme.		http://purl.obolibrary.org/obo/OBI_0002595	false
OBI_0002596	self interaction identification design	A molecular interaction identification design that investigates intra-molecular interactions between two or more regions of a single molecule.		http://purl.obolibrary.org/obo/OBI_0002596	false
OBI_0002614	birth cohort study design	A cohort study design for which the subjects are followed from the time of birth usually including information about gestation and follow up.		http://purl.obolibrary.org/obo/OBI_0002614	false
OBI_0002615	disease specific study design	A study design for which material and information is collected from subjects that have already developed a particular disease.		http://purl.obolibrary.org/obo/OBI_0002615	false
OBI_0002623	whole metagenome sequencing assay	A DNA sequencing assay that intends to provide information on the DNA sequences of multiple genomes (a metagenome) from different organisms present in the same input sample.	WMS	http://purl.obolibrary.org/obo/OBI_0002623	false
OBI_0002624	case-control study design	A study design that entails the creation of two types of roles, such that each participant under investigation bears one or the other. What distinguishes the two types of roles is an 'outcome', which is associated with participants that have the case role but not associated with participants that have the control role. A case-control study examines the hypothesis that the presence of the outcome in case participants is associated with an 'exposure' that is not associated with control participants.		http://purl.obolibrary.org/obo/OBI_0002624	false
OBI_0002629	direct RNA sequencing assay	An assay to study transcription through direct RNA sequence determination, without prior conversion of RNA molecules to cDNA.	direct RNA-seq,DRS	http://purl.obolibrary.org/obo/OBI_0002629	false
OBI_0002631	single-cell RNA sequencing assay	An RNA sequencing assay that uses RNA extracts as input that can be traced to a single cell of origin.	scRNA-seq	http://purl.obolibrary.org/obo/OBI_0002631	false
OBI_0002674	case series design	A study design that samples only subjects who have experienced a particular event (outcome or exposure). Such a design, in contrast to a cohort study, does not permit calculation of absolute risk as non-case subjects are not included.		http://purl.obolibrary.org/obo/OBI_0002674	false
OBI_0002753	PRO-cap	Precision nuclear run-on and sequencing to detect Pol II initiation sites	PRO-CAP	http://purl.obolibrary.org/obo/OBI_0002753	false
OBI_0002759	ribosomal RNA-depleted RNA sequencing assay	An RNA-seq assay in which highly abundant ribosomal RNAs are removed from total RNA before sequencing, resulting in more efficient transcript/gene detection.	rRNA-deleted RNA sequencing assay	http://purl.obolibrary.org/obo/OBI_0002759	false
OBI_0002760	metatranscriptome sequencing assay	An RNA-seq assay that determines the RNA sequence of microbial transcripts from a microbioal community of mixed species from a given microbiome.		http://purl.obolibrary.org/obo/OBI_0002760	false
OBI_0002763	16s ribosomal gene sequencing assay	An amplicon sequencing assay in which the amplicon is derived from universal primers used to amplify the 16S ribosomal RNA gene from isolate bacterial genomic DNA or metagenomic DNA from a microbioal community. Resulting sequences are compared to reference 16S sequence databases to identify or classify bacteria present within a given sample.	16S rRNA sequencing assay	http://purl.obolibrary.org/obo/OBI_0002763	false
OBI_0002768	whole virome sequencing assay	A whole metagenome sequencing assay that intends to provide information on multiple genome sequences from different viruses present in the same input sample.		http://purl.obolibrary.org/obo/OBI_0002768	false
OBI_0002945	population based design	A study design where the selection of the individuals that are included into the study are intended to be representative of all individuals in the a priori defined specific population and is done at the population level or among the population groups, generally to find the cause, incidence or spread of the disease or to see the response to the treatment, nutrition or environment.		http://purl.obolibrary.org/obo/OBI_0002945	false
OBI_0002961	global chromatin profiling by mass spectrometry assay	A type of epigenetic modification assay that employs targeted quantitative mass spectrometry to profile modifications of the core histones of chromatin.	GCP,global chromatin epigenetic profiling,global chromatin profiling	http://purl.obolibrary.org/obo/OBI_0002961	false
OBI_0002965	landmark transcript profiling assay	A type of transcription profiling assay in which a set of landmark transcripts that have been determined to provide a comprehensive profile of cell activity, plus numerous steady-state controls, are assayed via ligation-mediated amplification followed by capture on fluorescently labeled microspheres followed by detection of fluorescence.	L1000 mRNA profiling assay	http://purl.obolibrary.org/obo/OBI_0002965	false
OBI_0003033	cleavage under targets and release using nuclease assay	A type of DNA sequencing assay employing in situ chromatin profiling in which antibody-targeted controlled cleavage by micrococcal nuclease releases specific protein-DNA complexes into the the supernatant for sequencing.	CUT&RUN assay	http://purl.obolibrary.org/obo/OBI_0003033	false
OBI_0003034	cleavage under targets and tagmentation	A type of DNA sequencing assay employing in situ chromatin profiling in which a chromatin protein is bound in situ by a specific antibody, which then tethers to a protein A-Tn5 hyperactive transposase fusion protein (pA-Tn5) loaded with sequence adapters. Activation of pA-Tn5 results in factor-targeted tagmentation, generating fragments ready for PCR enrichment and DNA sequencing.	CUT&Tag assay	http://purl.obolibrary.org/obo/OBI_0003034	false
OBI_0300310	sequential design	Any design in which the decision as to whether to enroll the next patient, pair of patients, or block of patients is determined by whether the cumulative treatment difference for all previous patients is within specified limits.  Enrollment is continued if the difference does not exceed the limits.  It is terminated if it does		http://purl.obolibrary.org/obo/OBI_0300310	false
OBI_0300311	observation design	observation design is a study design in which subjects are monitored in the absence of any active intervention by experimentalists.		http://purl.obolibrary.org/obo/OBI_0300311	false
OBI_0500000	study design	A plan specification comprised of protocols (which may specify how and what kinds of data will be gathered) that are executed as part of an investigation and is realized during a study design execution.	experimental design	http://purl.obolibrary.org/obo/OBI_0500000	false
OBI_0500001	clinical study design	Plan for the precise procedure to be followed in a clinical trial, including planned and actual timing of events, choice of control group, method of allocating treatments, blinding methods; assigns a subject to pass through one or more epochs in the course of a trial. Specific design elements, e.g., crossover, parallel; dose-escalation [Modified from Pocock, Clinical Trials: A Practical Approach]		http://purl.obolibrary.org/obo/OBI_0500001	false
OBI_0500002	repeated measure design	a study design which use the same individuals and exposure them to a set of conditions. The effect of order and practice can be confounding factor in such designs		http://purl.obolibrary.org/obo/OBI_0500002	false
OBI_0500003	cross over design	a repeated measure design which ensures that experimental units receive, in sequence, the treatment (or the control), and then, after a specified time interval (aka *wash-out periods*), switch to the control (or treatment). In this design, subjects (patients in human context) serve as their own controls, and randomization may be used to determine the ordering which a subject receives the treatment and control		http://purl.obolibrary.org/obo/OBI_0500003	false
OBI_0500004	n-to-1 design	N-of-1 design is a cross-over design in which the same patient is repeatedly randomised to receive either the experimental treatment or its control (Senn, 1993).		http://purl.obolibrary.org/obo/OBI_0500004	false
OBI_0500005	matched pairs design	A matched pair design is a study design which use groups of individuals associated (hence matched) to each other based on a set of criteria, one member going to one treatment, the other member receiving the other treatment.		http://purl.obolibrary.org/obo/OBI_0500005	false
OBI_0500006	parallel group design	A parallel group design or independent measure design is a study design which uses unique experimental unit each experimental group, in other word no two individuals are shared between experimental groups, hence also known as parallel group design. Subjects of a treatment group receive a unique combination of independent variable values making up a treatment	independent measure design	http://purl.obolibrary.org/obo/OBI_0500006	false
OBI_0500007	randomized complete block design	A randomized complete block design is_a study design which assigns randomly treatments to block. The number of units per block equals the number of treatment so each block receives each treatment exactly once (hence the qualifier 'complete'). The design was originally devised from field trials used in agronomy and agriculture. The analysis assumes that there is no interaction between block and treatment. The method was then used in other settings So The randomised complete block design is a design in which the subjects are matched according to a variable which the experimenter wishes to control. The subjects are put into groups (blocks) of the same size as the number of treatments. The members of each block are then randomly assigned to different treatment groups.		http://purl.obolibrary.org/obo/OBI_0500007	false
OBI_0500008	balanced incomplete block design	balanced incomplete block design is a kind of factorial design where all treatment pairs occur together within a block an equal number ?? times. ??ii' is the number of times treatment i occurs with i'		http://purl.obolibrary.org/obo/OBI_0500008	false
OBI_0500009	loop design	A loop experiment design is where labeled extracts are compared in consecutive pairs. synonym: circular design		http://purl.obolibrary.org/obo/OBI_0500009	false
OBI_0500010	reference design	A reference experiment design type is where all samples are compared to a common reference.		http://purl.obolibrary.org/obo/OBI_0500010	false
OBI_0500011	latin square design	Latin square design is_a study design which allows in its simpler form controlling 2 levels of nuisance variables (also known as blocking variables).he 2 nuisance factors are divided into a tabular grid with the property that each row and each column receive each treatment exactly once.		http://purl.obolibrary.org/obo/OBI_0500011	false
OBI_0500012	graeco latin square design	Greco-Latin square design is a study design which relates to Latin square design		http://purl.obolibrary.org/obo/OBI_0500012	false
OBI_0500013	hyper graeco latin square design	PRS to do		http://purl.obolibrary.org/obo/OBI_0500013	false
OBI_0500014	factorial design	factorial design is_a study design which is used to evaluate two or more factors simultaneously. The treatments are combinations of levels of the factors. The advantages of factorial designs over one-factor-at-a-time experiments is that they are more efficient and they allow interactions to be detected. In statistics, a factorial design experiment is an experiment whose design consists of two or more factors, each with discrete possible values or levels, and whose experimental units take on all possible combinations of these levels across all such factors. Such an experiment allows studying the effect of each factor on the response variable, as well as the effects of interactions between factors on the response variable.		http://purl.obolibrary.org/obo/OBI_0500014	false
OBI_0500015	2x2 factorial design	a factorial design which has 2 experimental factors (aka independent variables) and 2 factor levels per experimental factors		http://purl.obolibrary.org/obo/OBI_0500015	false
OBI_0500016	fractional factorial design	A fractional factorial design is_a study design in which only an adequately chosen fraction of the treatment combinations required for the complete factorial experiment is selected to be run		http://purl.obolibrary.org/obo/OBI_0500016	false
OBI_0500017	dye swap design	An experiment design type where the label orientations are reversed. exact synonym: flip dye, dye flip		http://purl.obolibrary.org/obo/OBI_0500017	false
OBI_0500018	replicate design	A replicate experimental design type is where a series of replicates are performed to evaluate reproducibility or as a pilot study to determine the appropriate number of replicates for a subsequent experiments.		http://purl.obolibrary.org/obo/OBI_0500018	false
OBI_0500019	self vs self design	A study design that investigates variance and error estimates in the experimental system, and is where the same extract is compared.		http://purl.obolibrary.org/obo/OBI_0500019	false
OBI_0500020	time series design	Groups of assays that are related as part of a time series.		http://purl.obolibrary.org/obo/OBI_0500020	false
OBI_2100402	pooled clone sequencing assay	A DNA sequencing assay in which the DNA input is derived from pooled clones (for example BACs and Fosmids) is sequenced.		http://purl.obolibrary.org/obo/OBI_2100402	false
OGMS_0000015	clinical history	A series of statements representing health-relevant qualities of a patient and of a patient's family.		http://purl.obolibrary.org/obo/OGMS_0000015	false
OGMS_0000073	diagnosis	The representation of a conclusion of a diagnostic process.		http://purl.obolibrary.org/obo/OGMS_0000073	false
PATO_0000383	female	A biological sex quality inhering in an individual or a population that only produces gametes that can be fertilised by male gametes.		http://purl.obolibrary.org/obo/PATO_0000383	false
PATO_0000384	male	A biological sex quality inhering in an individual or a population whose sex organs contain only male gametes.		http://purl.obolibrary.org/obo/PATO_0000384	false
PR_000000001	protein	An amino acid chain that is produced de novo by ribosome-mediated translation of a genetically-encoded mRNA, and any derivatives thereof.	natural protein,native protein	http://purl.obolibrary.org/obo/PR_000000001	false
PR_000005615	clusterin	A protein that is a translation product of the human CLU gene or a 1:1 ortholog thereof.	TRPM-2,CLI,testosterone-repressed prostate message 2,apo-J,SGP-2,sulfated glycoprotein 2,complement-associated protein SP-40,40,CLU,clustrin,complement cytolysis inhibitor,Ku70-binding protein 1,NA1/NA2,apolipoprotein J,aging-associated gene 4 protein,AAG4,APOJ,KUB1,Msgp-2	http://purl.obolibrary.org/obo/PR_000005615	false
PR_000010173	microtubule-associated protein tau	A protein that is a translation product of the human MAPT gene or a 1:1 ortholog thereof.	paired helical filament-tau,MAPT,neurofibrillary tangle protein,PHF-tau,Mtapt,MTBT1,TAU,MAPTL	http://purl.obolibrary.org/obo/PR_000010173	false
PR_000025583	beta-amyloid protein 42	An amyloid beta peptide that corresponds residues 1-42 of C99. Example: UniProtKB:P05067-1, 672-713.	Abeta42,beta-APP42,Abeta(1-42),APP-42	http://purl.obolibrary.org/obo/PR_000025583	false
PR_000026990	microtubule-associated protein tau phosphorylated 1	A microtubule-associated protein tau phosphorylated form in which the phosphorylation occurs at the Thr in the motif RTPPKS. Example: UniProtKB:P10636-1, Thr-498, MOD:00047.	MAPT/Phos:1,pTau181	http://purl.obolibrary.org/obo/PR_000026990	false
PR_Q8IZY2	phospholipid-transporting ATPase ABCA7 (human)	A phospholipid-transporting ATPase ABCA7 that is encoded in the genome of human.	hABCA7,ABCA-SSN (human),macrophage ABC transporter (human),autoantigen SS-N (human),ATP-binding cassette sub-family A member 7 (human),ABCA7	http://purl.obolibrary.org/obo/PR_Q8IZY2	false
UBERON_0000029	lymph node	Any of the rounded masses of lymphoid tissue that are surrounded by a capsule of connective tissue, are distributed along the lymphatic vessels, and contain numerous lymphocytes which filter the flow of lymph.	lymph gland,nodus lymphaticus	http://purl.obolibrary.org/obo/UBERON_0000029	false
UBERON_0000044	dorsal root ganglion	Sensory ganglia located on the dorsal spinal roots within the vertebral column. The spinal ganglion cells are pseudounipolar. The single primary branch bifurcates sending a peripheral process to carry sensory information from the periphery and a central branch which relays that information to the spinal cord or brain. (MSH) * ganglion found on the posterior root of each spinal nerve, composed of the unipolar nerve cell bodies of the sensory neurons of the nerve. (CSP)	ganglion of dorsal root,spinal ganglion,ganglion spinalis,spinal ganglion part of peripheral nervous system,dorsal root ganglia,posterior root ganglion,DRG,ganglion spinale,ganglion sensorium nervi spinalis	http://purl.obolibrary.org/obo/UBERON_0000044	false
UBERON_0000059	large intestine	A subdivision of the digestive tract that connects the small intestine to the cloaca or anus. Lacks or has few villi[Kardong].	intestinum crassum	http://purl.obolibrary.org/obo/UBERON_0000059	false
UBERON_0000061	anatomical structure	Material anatomical entity that is a single connected structure with inherent 3D shape generated by coordinated expression of the organism's own genome.	biological structure,connected biological structure	http://purl.obolibrary.org/obo/UBERON_0000061	false
UBERON_0000178	blood	A fluid that is composed of blood plasma and erythrocytes.	vertebrate blood,portion of blood,whole blood	http://purl.obolibrary.org/obo/UBERON_0000178	false
UBERON_0000310	breast	The upper ventral region of the torso of an organism.	mammary region,mammary part of chest,mamma	http://purl.obolibrary.org/obo/UBERON_0000310	false
UBERON_0000467	anatomical system	Multicellular, connected anatomical structure that has multiple organs as parts and whose parts work together to achieve some shared function.	organ system,body system,connected anatomical system,system,anatomical systems	http://purl.obolibrary.org/obo/UBERON_0000467	false
UBERON_0000922	embryo	Anatomical entity that comprises the organism in the early stages of growth and differentiation that are characterized by cleavage, the laying down of fundamental tissues, and the formation of primitive organs and organ systems. For example, for mammals, the process would begin with zygote formation and end with birth. For insects, the process would begin at zygote formation and end with larval hatching. For plant zygotic embryos, this would be from zygote formation to the end of seed dormancy. For plant vegetative embryos, this would be from the initial determination of the cell or group of cells to form an embryo until the point when the embryo becomes independent of the parent plant.	embryonic organism,developing organism,developmental tissue	http://purl.obolibrary.org/obo/UBERON_0000922	false
UBERON_0000949	endocrine system	Anatomical system that consists of the glands and parts of glands that produce endocrine secretions and help to integrate and control bodily metabolic activity.	systema endocrinum,endocrine glandular system	http://purl.obolibrary.org/obo/UBERON_0000949	false
UBERON_0000955	brain	The brain is the center of the nervous system in all vertebrate, and most invertebrate, animals. Some primitive animals such as jellyfish and starfish have a decentralized nervous system without a brain, while sponges lack any nervous system at all. In vertebrates, the brain is located in the head, protected by the skull and close to the primary sensory apparatus of vision, hearing, balance, taste, and smell[WP].	encephalon,synganglion,the brain,suprasegmental levels of nervous system,suprasegmental structures	http://purl.obolibrary.org/obo/UBERON_0000955	false
UBERON_0000956	cerebral cortex	The thin layer of gray matter on the surface of the cerebral hemisphere that develops from the telencephalon. It consists of the neocortex (6 layered cortex or isocortex), the hippocampal formation and the olfactory cortex.	cortex of cerebral hemisphere,pallium of the brain,brain cortex,cortex cerebralis,cortical plate (CTXpl),cortex cerebri,cortical plate (areas)	http://purl.obolibrary.org/obo/UBERON_0000956	false
UBERON_0000992	ovary	the gonad of a female organism which contains germ cells	gonada of female reproductive system,gonada of genitalia of female organism,female organism reproductive system gonada,animal ovary,gonada of female organism genitalia,female organism reproductive system gonad,genitalia of female organism gonad,female reproductive system gonad,gonad of female organism reproductive system,gonada of reproductive system of female organism,ovum-producing ovary,reproductive system of female organism gonada,female organism genitalia gonad,female organism genitalia gonada,reproductive system of female organism gonad,gonad of female organism genitalia,gonad of female reproductive system,gonad of genitalia of female organism,gonada of female organism reproductive system,female gonad,gonad of reproductive system of female organism,female reproductive system gonada,genitalia of female organism gonada,ovarium,ovaries	http://purl.obolibrary.org/obo/UBERON_0000992	false
UBERON_0001003	skin epidermis	The outer epithelial layer of the skin that is superficial to the dermis.	vertebrate epidermis,skin,epidermis	http://purl.obolibrary.org/obo/UBERON_0001003	false
UBERON_0001016	nervous system	The nervous system is an organ system containing predominantly neuron and glial cells. In bilaterally symmetrical organism, it is arranged in a network of tree-like structures connected to a central body. The main functions of the nervous system are to regulate and control body functions, and to receive sensory input, process this information, and generate behavior [CUMBO].	neurological system,nerve net,systema nervosum	http://purl.obolibrary.org/obo/UBERON_0001016	false
UBERON_0001021	nerve	An enclosed, cable-like bundle of axons in the peripheral nervous system originating in a nerve root in the central nervous system (or a condensed nervous structure) connecting with peripheral structures.	peripheral nerve,nerves,neural subtree	http://purl.obolibrary.org/obo/UBERON_0001021	false
UBERON_0001155	colon	Last portion of the large intestine before it becomes the rectum.	large bowel,posterior intestine,hindgut	http://purl.obolibrary.org/obo/UBERON_0001155	false
UBERON_0001264	pancreas	An endoderm derived structure that produces precursors of digestive enzymes and blood glucose regulating enzymes[GO].		http://purl.obolibrary.org/obo/UBERON_0001264	false
UBERON_0001359	cerebrospinal fluid	A clear, colorless, bodily fluid, that occupies the subarachnoid space and the ventricular system around and inside the brain and spinal cord.	cerebral spinal fluid,CSF,spinal fluid,liquor cerebrospinalis	http://purl.obolibrary.org/obo/UBERON_0001359	false
UBERON_0001869	cerebral hemisphere	One of two bilateral, largely symmetrical organ subdivisions within the telencephalon which contain the cerebral cortex and cerebral white matter.[FMA]	cerebrum,nucleus medialis amygdalae,hemispheric regions,hemispherium cerebri,hemisphere,medial amygdalar nucleus,nucleus amygdaloideus medialis	http://purl.obolibrary.org/obo/UBERON_0001869	false
UBERON_0001870	frontal cortex	Anterior portion of the neocortex, lying anterior to the central sulcus in humans. It is bounded by the parietal cortex posteriorly and the temporal cortex laterally[NIFSTD,modified].	frontal lobe cortex,grey matter of frontal lobe,cortex of frontal lobe,gray matter of frontal lobe,frontal neocortex	http://purl.obolibrary.org/obo/UBERON_0001870	false
UBERON_0001871	temporal lobe	Lower lateral part of the cerebral hemisphere. (MSH)	lobus temporalis,temporal cortex	http://purl.obolibrary.org/obo/UBERON_0001871	false
UBERON_0001872	parietal lobe	Upper central part of the cerebral hemisphere. (MSH)	regio parietalis,parietal region,lobus parietalis	http://purl.obolibrary.org/obo/UBERON_0001872	false
UBERON_0001873	caudate nucleus	Subcortical nucleus of telecephalic origin consisting of an elongated gray mass lying lateral to and bordering the lateral ventricle. It is divided into a head, body and tail in some species.	caudatus,nucleus caudatus,caudatum,Ammon horn fields	http://purl.obolibrary.org/obo/UBERON_0001873	false
UBERON_0001874	putamen	Subcortical nucleus of telencephalic , which together with the caudate nucleus, forms the striatum. The putamen lies lateral to the internal capsule and medial to the external medullary lamina, and is separated from the caudate nucleus by the fibers of the internal capsule for most of its length, except at its anterior portion.	nucleus putamen	http://purl.obolibrary.org/obo/UBERON_0001874	false
UBERON_0001876	amygdala	Subcortical brain region lying anterior to the hippocampal formation in the temporal lobe and anterior to the temporal horn of the lateral ventricle in some species. It is usually subdivided into several groups. Functionally, it is not considered a unitary structure (MM).	amygdaloid body,archistriatum,amygdaloid complex,amygdaloid nuclear complex,amygdaloid nuclear groups,nucleus amygdalae,amygdaloid nuclear group,amygdaloid nucleus,amygdaloid area,corpus amygdalae,corpus amygdaloideum	http://purl.obolibrary.org/obo/UBERON_0001876	false
UBERON_0001882	nucleus accumbens	A region of the brain consisting of a collection of neurons located in the forebrain ventral to the caudate and putamen. (caudoputamen in rodent) and continuous with these structures. There is no distinct boundary between the nucleus accumbens and the caudate/putamen, but in rodents, it can be identified by its lack of traversing fiber bundles in comparison to the dorsal striatum. Its principle neuron is the medium spiny neuron. Together with the neostriatum (caudate nucleus and putamen), the nucleus accumbens forms the striatum.	colliculus of caudate nucleus,accumbens nucleus,nucleus accumbens septi,colliculus nuclei caudati	http://purl.obolibrary.org/obo/UBERON_0001882	false
UBERON_0001890	forebrain	The most anterior region the brain including both the telencephalon and diencephalon.	FB,prosencephalon	http://purl.obolibrary.org/obo/UBERON_0001890	false
UBERON_0001891	midbrain	The midbrain is the middle division of the three primary divisions of the developing chordate brain or the corresponding part of the adult brain (in vertebrates, includes a ventral part containing the cerebral peduncles and a dorsal tectum containing the corpora quadrigemina and that surrounds the aqueduct of Sylvius connecting the third and fourth ventricles)[GO].	MB,mesencephalon	http://purl.obolibrary.org/obo/UBERON_0001891	false
UBERON_0001911	mammary gland	A specialized accessory gland of the skin of mammals that secretes milk. The gland is typically only developed in females, and regresses in males.	lactiferous gland,glandula mammaria,milk patch,lobe of breast,mamma,mammae,lobe of mammary gland,dug,Brustdruese,glandula mammaria	http://purl.obolibrary.org/obo/UBERON_0001911	false
UBERON_0001969	blood plasma	The liquid component of blood, in which erythrocytes are suspended.	portion of blood plasma,blood plasm,plasma,portion of plasma	http://purl.obolibrary.org/obo/UBERON_0001969	false
UBERON_0001977	blood serum	The portion of blood plasma that excludes clotting factors.	serum	http://purl.obolibrary.org/obo/UBERON_0001977	false
UBERON_0002021	occipital lobe	Posterior part of the cerebral hemisphere (MSH)	regio occipitalis,lobus occipitalis	http://purl.obolibrary.org/obo/UBERON_0002021	false
UBERON_0002037	cerebellum	Part of the metencephalon that lies in the posterior cranial fossa behind the brain stem. It is concerned with the coordination of movement[MESH]. A large dorsally projecting part of the brain concerned especially with the coordination of muscles and the maintenance of bodily equilibrium, situated between the brain stem and the back of the cerebrum , and formed in humans of two lateral lobes and a median lobe[BTO]. Brain structure derived from the anterior hindbrain, and perhaps including posterior midbrain. The cerebellum plays a role in somatic motor function, the control of muscle tone, and balance[ZFA].	epencephalon-1,infratentorial region,parencephalon,corpus cerebelli	http://purl.obolibrary.org/obo/UBERON_0002037	false
UBERON_0002048	lung	Respiration organ that develops as an outpocketing of the esophagus.	pulmo	http://purl.obolibrary.org/obo/UBERON_0002048	false
UBERON_0002106	spleen	the organ that functions to filter blood and to store red corpuscles and platelets	lien	http://purl.obolibrary.org/obo/UBERON_0002106	false
UBERON_0002107	liver	An exocrine gland which secretes bile and functions in metabolism of protein and carbohydrate and fat, synthesizes substances involved in the clotting of the blood, synthesizes vitamin A, detoxifies poisonous substances, stores glycogen, and breaks down worn-out erythrocytes[GO].	jecur,iecur	http://purl.obolibrary.org/obo/UBERON_0002107	false
UBERON_0002113	kidney	A paired organ of the urinary tract which has the production of urine as its primary function.	reniculate kidney	http://purl.obolibrary.org/obo/UBERON_0002113	false
UBERON_0002129	cerebellar cortex	The superficial gray matter of the cerebellum. It consists of three main layers, the molecular layer, the Purkinje cell layer and the granule cell layer.	cortex of cerebellar hemisphere,cortex cerebelli,cortex cerebellaris	http://purl.obolibrary.org/obo/UBERON_0002129	false
UBERON_0002362	arachnoid mater	A think avascular meningeal layer, between the pia mater and the dural mater. It is separated from the pia mater by the subarachnoid space.	arachnoid membrane,arachnoid,arachnoid mater of neuraxis,arachnoidea mater	http://purl.obolibrary.org/obo/UBERON_0002362	false
UBERON_0002371	bone marrow	the soft tissue that fills the cavities of bones	medulla ossea,medulla ossium,medullary bone,medulla of bone	http://purl.obolibrary.org/obo/UBERON_0002371	false
UBERON_0002390	hematopoietic system	Anatomical system that is involved in the production of hematopoietic cells.	haematological system,organa haemopoietica,haemopoietic system,Blutbildungssystem,hemopoietic system,haematopoietic system,hematological system,hematolymphoid system	http://purl.obolibrary.org/obo/UBERON_0002390	false
UBERON_0002435	striatum	A region of the forebrain consisting of the caudate nucleus, putamen and fundus striati.[GO].	neuraxis striatum,striate nucleus,striatum of neuraxis,neostriatum,striated nucleus,dorsal striatum,corpus striatum,caudate putamen,corpus striatum (Zilles)	http://purl.obolibrary.org/obo/UBERON_0002435	false
UBERON_0002436	primary visual cortex	A subdivision of the cytoarchitecturally defined occipital region of cerebral cortex in the human. Defined by the band of Gennari, which gives it the name striate (furrowed) area, it occupies the banks of the calcarine sulcus which are located in the cuneus and the lingual gyrus of the occipital lobe. Cytoarchitecturally it is bounded by the area 18 of Brodmann (human) which surrounds it ( Brodmann-1909 ). In the mouse ( Paxinos-2001 ) and the rat ( Swanson-1998 ) it is located on the dorsolateral surface of the cerebral hemisphere[BrainInfo].	Brodmann (1909) area 17,Brodmann area 17, striate,area 17 of Brodmann-1909,Brodmann area 17,b09-17,striate cortex,BA17,B09-17,V1,area 17 of Brodmann,BA17,area striata,nerve X,visual association cortex,visual area V1,occipital visual neocortex,visual association area,calcarine cortex,striate area,visual area one,Brodmann area 17,primary visual area	http://purl.obolibrary.org/obo/UBERON_0002436	false
